"CALLE";"NUMERO";"M2";"DOLARES";"U_S_M2";"AMBIENTES";"ANTIGUEDAD";"ORIENT";"BAULERA";"COCHERA";"BA�.OS";"LAVADERO";"TERRAZA";"BARRIO";"COMUNA";"LON";"LAT"
"11633";"TUCUMAN";3200;58;135000;2327.6;2;NA;"S/D";"No";"No";0;"No";"No";"BALVANERA";3;-58.4108566953198;-34.6006674680154
"11634";"TUCUMAN";3300;37;63640;1720;1;NA;"FRENTE";"No";"No";0;"No";"No";"BALVANERA";3;-58.4122857348883;-34.6003813126235
"11635";"TUCUMAN";3300;40;73600;1840;2;NA;"FRENTE";"No";"No";0;"No";"Si";"BALVANERA";3;-58.4122857348883;-34.6003813126235
"11636";"TUCUMAN";3300;42;69900;1664.3;2;40;"CONTRAFRENTE";"No";"No";0;"Si";"No";"BALVANERA";3;-58.4122857348883;-34.6003813126235
"11637";"TUCUMAN";3300;54;97200;1800;2;NA;"CONTRAFRENTE";"No";"No";0;"No";"Si";"BALVANERA";3;-58.4122857348883;-34.6003813126235
"11638";"TUCUMAN";3300;70;121800;1740;3;NA;"CONTRAFRENTE";"No";"No";0;"No";"Si";"BALVANERA";3;-58.4122857348883;-34.6003813126235
"11639";"TUCUMAN";3300;80;130000;1625;3;70;"FRENTE";"No";"No";0;"Si";"No";"BALVANERA";3;-58.4122857348883;-34.6003813126235
"11640";"TUCUMAN";3300;85;133300;1568.2;2;NA;"S/D";"No";"No";0;"No";"No";"BALVANERA";3;-58.4122857348883;-34.6003813126235
"11641";"TUCUMAN";3300;126;182000;1444.4;3;NA;"CONTRAFRENTE";"No";"No";0;"No";"Si";"BALVANERA";3;-58.4122857348883;-34.6003813126235
"11642";"TUCUMAN";3400;43;75000;1744.2;3;50;"LATERAL";"No";"No";0;"No";"No";"ALMAGRO";5;-58.4137589696663;-34.6000706024374
"11643";"TUCUMAN";3500;34;69500;2044.1;1;0;"FRENTE";"No";"No";1;"No";"Si";"ALMAGRO";5;-58.4149560043442;-34.5997359277725
"11644";"TUCUMAN";3500;37;81000;2189.2;1;0;"FRENTE";"No";"No";0;"No";"No";"ALMAGRO";5;-58.4149560043442;-34.5997359277725
"11645";"TUCUMAN";3500;38;79000;2078.9;1;NA;"FRENTE";"No";"No";0;"No";"No";"ALMAGRO";5;-58.4149560043442;-34.5997359277725
"11646";"TUCUMAN";3500;51;92000;1803.9;2;35;"CONTRAFRENTE";"No";"No";0;"No";"No";"ALMAGRO";5;-58.4149560043442;-34.5997359277725
"11647";"TUCUMAN";3500;64;115000;1796.9;2;2;"S/D";"No";"No";0;"No";"Si";"ALMAGRO";5;-58.4149560043442;-34.5997359277725
"11648";"TUCUMAN";3500;65;145000;2230.8;2;NA;"S/D";"No";"Si";0;"No";"Si";"ALMAGRO";5;-58.4149560043442;-34.5997359277725
"11649";"TUCUMAN";3600;35;73500;2100;1;NA;"FRENTE";"No";"No";0;"No";"No";"ALMAGRO";5;-58.4161210099781;-34.5994063531195
"11650";"TUCUMAN";3600;37;69900;1889.2;1;0;"CONTRAFRENTE";"No";"Si";1;"Si";"Si";"ALMAGRO";5;-58.4161210099781;-34.5994063531195
"11651";"TUCUMAN";3600;60;139000;2316.7;3;NA;"CONTRAFRENTE";"No";"No";0;"Si";"No";"ALMAGRO";5;-58.4161210099781;-34.5994063531195
"11652";"TUCUMAN";3700;32;85000;2656.3;2;27;"FRENTE";"No";"No";1;"Si";"No";"ALMAGRO";5;-58.4175240317535;-34.5990158108885
"11653";"TUCUMAN";3700;41;129000;3146.3;2;NA;"S/D";"No";"Si";1;"No";"No";"ALMAGRO";5;-58.4175240317535;-34.5990158108885
"11654";"TUNEZ";2500;43;115000;2674.4;2;0;"FRENTE";"No";"Si";1;"Si";"Si";"BELGRANO";13;-58.4548039782134;-34.5552156469011
"11655";"TUNEZ";2500;46;115000;2500;2;NA;"FRENTE";"No";"No";0;"No";"Si";"BELGRANO";13;-58.4548039782134;-34.5552156469011
"11656";"TUNEZ";2500;51;120000;2352.9;2;NA;"FRENTE";"No";"No";0;"No";"No";"BELGRANO";13;-58.4548039782134;-34.5552156469011
"11657";"TUNEZ";2500;60;210000;3500;3;0;"FRENTE";"No";"Si";1;"No";"Si";"BELGRANO";13;-58.4548039782134;-34.5552156469011
"11658";"TUNEZ";2500;69;160000;2318.8;2;6;"CONTRAFRENTE";"No";"No";1;"No";"Si";"BELGRANO";13;-58.4548039782134;-34.5552156469011
"11659";"TUNEZ";2500;75;188230;2509.7;0;0;"CONTRAFRENTE";"No";"Si";2;"Si";"Si";"BELGRANO";13;-58.4548039782134;-34.5552156469011
"11660";"TUNEZ";2500;83;220600;2657.8;0;0;"CONTRAFRENTE";"No";"Si";2;"No";"Si";"BELGRANO";13;-58.4548039782134;-34.5552156469011
"11661";"TUNEZ";2500;100;280000;2800;0;NA;"FRENTE";"No";"Si";1;"Si";"Si";"BELGRANO";13;-58.4548039782134;-34.5552156469011
"11662";"TUNEZ";2500;102;210000;2058.8;3;NA;"FRENTE";"No";"No";2;"No";"Si";"BELGRANO";13;-58.4548039782134;-34.5552156469011
"11663";"TUNEZ";2500;103;176110;1709.8;2;NA;"S/D";"No";"Si";2;"Si";"No";"BELGRANO";13;-58.4548039782134;-34.5552156469011
"11664";"TUNEZ";2500;113;221000;1955.8;3;NA;"S/D";"No";"Si";2;"No";"Si";"BELGRANO";13;-58.4548039782134;-34.5552156469011
"11665";"TUNEZ";2500;116;280000;2413.8;4;NA;"FRENTE";"No";"No";0;"Si";"No";"BELGRANO";13;-58.4548039782134;-34.5552156469011
"11666";"TUPAC AMARU";1200;130;209000;1607.7;0;30;"FRENTE";"No";"Si";3;"No";"Si";"VELEZ SARSFIELD";10;-58.4947600827445;-34.6249789202969
"11667";"TUYU";100;95;225000;2368.4;3;5;"FRENTE";"No";"Si";2;"Si";"No";"LINIERS";9;-58.5138265086847;-34.6404494046976
"11668";"UGARTE, MANUEL";3800;82;150000;1829.3;4;30;"CONTRAFRENTE";"Si";"Si";3;"No";"Si";"COGHLAN";12;-58.4757940829845;-34.5638431089439
"11669";"UGARTE, MANUEL";1600;44;79000;1795.5;2;35;"FRENTE";"No";"No";0;"No";"No";"BELGRANO";13;-58.4534301172262;-34.552097034383
"11670";"UGARTE, MANUEL";1600;58;162000;2793.1;2;6;"FRENTE";"No";"Si";1;"No";"Si";"BELGRANO";13;-58.4534301172262;-34.552097034383
"11671";"UGARTE, MANUEL";1600;75;189000;2520;3;5;"FRENTE";"Si";"Si";2;"No";"No";"BELGRANO";13;-58.4534301172262;-34.552097034383
"11672";"UGARTE, MANUEL";1700;38;157200;4136.8;2;0;"FRENTE";"No";"No";0;"No";"Si";"BELGRANO";13;-58.454603844974;-34.5527427049255
"11673";"UGARTE, MANUEL";1700;47;129900;2763.8;2;0;"FRENTE";"No";"No";0;"No";"Si";"BELGRANO";13;-58.454603844974;-34.5527427049255
"11674";"UGARTE, MANUEL";1700;57;130000;2280.7;2;NA;"FRENTE";"No";"No";2;"No";"No";"BELGRANO";13;-58.454603844974;-34.5527427049255
"11675";"UGARTE, MANUEL";1700;72;198000;2750;3;5;"FRENTE";"No";"Si";2;"No";"No";"BELGRANO";13;-58.454603844974;-34.5527427049255
"11676";"UGARTE, MANUEL";1700;79;145000;1835.4;2;NA;"S/D";"No";"No";0;"No";"No";"BELGRANO";13;-58.454603844974;-34.5527427049255
"11677";"UGARTE, MANUEL";1700;120;250000;2083.3;3;6;"CONTRAFRENTE";"No";"Si";2;"No";"No";"BELGRANO";13;-58.454603844974;-34.5527427049255
"11678";"UGARTE, MANUEL";1800;35;85000;2428.6;1;5;"FRENTE";"Si";"No";1;"No";"No";"BELGRANO";13;-58.4556822780394;-34.5533352288591
"11679";"UGARTE, MANUEL";1800;62;142900;2304.8;2;5;"FRENTE";"No";"No";0;"No";"No";"BELGRANO";13;-58.4556822780394;-34.5533352288591
"11680";"UGARTE, MANUEL";1800;111;245000;2207.2;3;0;"CONTRAFRENTE";"No";"Si";0;"No";"Si";"BELGRANO";13;-58.4556822780394;-34.5533352288591
"11681";"UGARTE, MANUEL";2100;73;220000;3013.7;3;NA;"S/D";"No";"No";0;"No";"No";"BELGRANO";13;-58.4585754653911;-34.5549171705946
"11682";"UGARTE, MANUEL";2100;74;240000;3243.2;3;6;"FRENTE";"Si";"Si";1;"Si";"Si";"BELGRANO";13;-58.4585754653911;-34.5549171705946
"11683";"UGARTE, MANUEL";2100;80;185000;2312.5;4;35;"CONTRAFRENTE";"No";"No";1;"Si";"Si";"BELGRANO";13;-58.4585754653911;-34.5549171705946
"11684";"UGARTE, MANUEL";2100;88;250000;2840.9;3;NA;"S/D";"No";"No";0;"Si";"No";"BELGRANO";13;-58.4585754653911;-34.5549171705946
"11685";"UGARTE, MANUEL";2200;39;108000;2769.2;0;45;"FRENTE";"Si";"No";0;"Si";"No";"BELGRANO";13;-58.4594845774833;-34.5554108343979
"11686";"UGARTE, MANUEL";2200;40;108000;2700;2;50;"FRENTE";"No";"No";0;"Si";"Si";"BELGRANO";13;-58.4594845774833;-34.5554108343979
"11687";"UGARTE, MANUEL";2200;115;260000;2260.9;4;35;"FRENTE";"No";"Si";3;"No";"No";"BELGRANO";13;-58.4594845774833;-34.5554108343979
"11688";"UGARTE, MANUEL";2300;45;135000;3000;2;1;"CONTRAFRENTE";"No";"No";0;"Si";"No";"BELGRANO";13;-58.46041959401;-34.5559185099401
"11689";"UGARTE, MANUEL";2300;46;135000;2934.8;2;0;"CONTRAFRENTE";"Si";"Si";1;"No";"No";"BELGRANO";13;-58.46041959401;-34.5559185099401
"11690";"UGARTE, MANUEL";2300;50;135000;2700;2;NA;"CONTRAFRENTE";"Si";"No";0;"No";"No";"BELGRANO";13;-58.46041959401;-34.5559185099401
"11691";"UGARTE, MANUEL";2300;55;125000;2272.7;3;45;"FRENTE";"No";"No";0;"No";"Si";"BELGRANO";13;-58.46041959401;-34.5559185099401
"11692";"UGARTE, MANUEL";2300;58;125000;2155.2;3;40;"FRENTE";"No";"No";0;"No";"No";"BELGRANO";13;-58.46041959401;-34.5559185099401
"11693";"UGARTE, MANUEL";2300;73;180000;2465.8;3;14;"FRENTE";"Si";"Si";0;"Si";"No";"BELGRANO";13;-58.46041959401;-34.5559185099401
"11694";"UGARTE, MANUEL";2300;85;240000;2823.5;3;NA;"CONTRAFRENTE";"No";"No";0;"No";"Si";"BELGRANO";13;-58.46041959401;-34.5559185099401
"11695";"UGARTE, MANUEL";2300;100;310000;3100;0;25;"CONTRAFRENTE";"Si";"Si";2;"Si";"No";"BELGRANO";13;-58.46041959401;-34.5559185099401
"11696";"UGARTE, MANUEL";2400;70;140000;2000;3;NA;"FRENTE";"No";"No";0;"Si";"No";"BELGRANO";13;-58.4615323601111;-34.5565226997672
"11697";"UGARTE, MANUEL";2500;70;135000;1928.6;3;51;"FRENTE";"No";"No";1;"Si";"No";"BELGRANO";13;-58.462658334086;-34.5567661934409
"11698";"UGARTE, MANUEL";2600;44;90000;2045.5;2;30;"INTERNO";"No";"No";1;"Si";"No";"BELGRANO";13;-58.4635781372242;-34.5572622021944
"11699";"UGARTE, MANUEL";2600;49;128000;2612.2;2;0;"FRENTE";"No";"No";0;"No";"Si";"BELGRANO";13;-58.4635781372242;-34.5572622021944
"11700";"UGARTE, MANUEL";2600;50;165000;3300;2;0;"FRENTE";"No";"No";0;"No";"Si";"BELGRANO";13;-58.4635781372242;-34.5572622021944
"11701";"UGARTE, MANUEL";2600;75;145500;1940;3;40;"CONTRAFRENTE";"No";"No";0;"No";"No";"BELGRANO";13;-58.4635781372242;-34.5572622021944
"11702";"UGARTE, MANUEL";2600;121;235000;1942.1;3;10;"S/D";"No";"Si";2;"No";"No";"BELGRANO";13;-58.4635781372242;-34.5572622021944
"11703";"UGARTE, MANUEL";2800;98;224000;2285.7;4;25;"FRENTE";"Si";"Si";2;"No";"Si";"BELGRANO";13;-58.4654372936889;-34.5582611564306
"11704";"UGARTE, MANUEL";3100;78;233000;2987.2;3;0;"FRENTE";"No";"Si";1;"Si";"Si";"BELGRANO";13;-58.4683527162272;-34.5598251267388
"11705";"UGARTE, MANUEL";3400;110;179000;1627.3;3;NA;"S/D";"No";"No";0;"No";"Si";"COGHLAN";12;-58.4719245987057;-34.5616435061021
"11706";"UGARTE, MANUEL";3600;29;59900;2065.5;0;25;"S/D";"No";"No";1;"Si";"Si";"COGHLAN";12;-58.4738982584124;-34.5626966845561
"11707";"UGARTE, MANUEL";3800;36;64900;1802.8;1;28;"FRENTE";"No";"No";0;"Si";"No";"COGHLAN";12;-58.4757940829845;-34.5638431089439
"11708";"UGARTE, MANUEL";3800;88;195000;2215.9;0;35;"CONTRAFRENTE";"No";"No";3;"Si";"No";"COGHLAN";12;-58.4757940829845;-34.5638431089439
"11709";"UGARTECHE";2800;160;470000;2937.5;4;50;"S/D";"Si";"Si";0;"No";"No";"PALERMO";14;-58.4140809623573;-34.5829416338761
"11710";"UGARTECHE";3100;60;208000;3466.7;3;0;"FRENTE";"No";"No";1;"No";"Si";"PALERMO";14;-58.411992926254;-34.5803467520581
"11711";"UGARTECHE";3100;195;890000;4564.1;4;5;"FRENTE";"Si";"Si";0;"Si";"Si";"PALERMO";14;-58.411992926254;-34.5803467520581
"11712";"UGARTECHE";3100;200;820000;4100;4;NA;"FRENTE";"Si";"Si";3;"Si";"Si";"PALERMO";14;-58.411992926254;-34.5803467520581
"11713";"UGARTECHE";3200;32;95000;2968.8;0;60;"S/D";"No";"No";1;"No";"No";"PALERMO";14;-58.4114994957477;-34.5795203234343
"11714";"UGARTECHE";3300;73;180000;2465.8;2;70;"FRENTE";"No";"No";1;"No";"Si";"PALERMO";14;-58.410798322673;-34.5783458828073
"11715";"UGARTECHE";3300;356;980000;2752.8;5;65;"FRENTE";"Si";"Si";3;"Si";"Si";"PALERMO";14;-58.410798322673;-34.5783458828073
"11716";"UGARTECHE";3400;300;900000;3000;5;11;"FRENTE";"Si";"Si";4;"Si";"Si";"PALERMO";14;-58.4101192887599;-34.5772083623726
"11717";"UNANUE";6200;43;90000;2093;2;0;"INTERNO";"No";"Si";1;"Si";"Si";"VILLA RIACHUELO";8;-58.4764379407577;-34.68291649544
"11718";"URDININEA";1700;104;299000;2875;4;14;"INTERNO";"Si";"Si";0;"No";"No";"VILLA ORTUZAR";15;-58.4756630671127;-34.5787249489088
"11719";"URIARTE";1000;50;96000;1920;0;30;"CONTRAFRENTE";"No";"No";1;"No";"No";"VILLA CRESPO";15;-58.4384426510233;-34.5915364859302
"11720";"URIARTE";1400;21;60000;2857.1;0;35;"CONTRAFRENTE";"No";"No";1;"No";"No";"PALERMO";14;-58.4341076446928;-34.5886308936349
"11721";"URIARTE";2200;36;88000;2444.4;0;30;"S/D";"No";"No";0;"No";"No";"PALERMO";14;-58.4261665992202;-34.5832210313302
"11722";"URIARTE";2300;110;198000;1800;4;60;"FRENTE";"No";"No";1;"No";"Si";"PALERMO";14;-58.4250114786474;-34.5823043915081
"11723";"URIARTE";2400;20;59000;2950;0;NA;"S/D";"No";"No";0;"No";"No";"PALERMO";14;-58.4238977316321;-34.58142048021
"11724";"URIARTE";2400;50;114000;2280;3;60;"S/D";"No";"No";1;"No";"No";"PALERMO";14;-58.4238977316321;-34.58142048021
"11725";"URIBURU JOSE E., Pres.";100;27;49000;1814.8;0;NA;"FRENTE Y CONTRAFRENTE";"No";"No";1;"No";"No";"BALVANERA";3;-58.3978859903531;-34.6084112187497
"11726";"URIBURU JOSE E., Pres.";400;95;160000;1684.2;4;25;"CONTRAFRENTE";"No";"No";2;"Si";"No";"BALVANERA";3;-58.3983807354592;-34.604599877387
"11727";"URIBURU JOSE E., Pres.";500;34;90000;2647.1;1;1;"S/D";"No";"No";1;"No";"No";"BALVANERA";3;-58.3985297488913;-34.6033458491789
"11728";"URIBURU JOSE E., Pres.";500;41;92000;2243.9;2;9;"CONTRAFRENTE";"No";"No";1;"No";"No";"BALVANERA";3;-58.3985297488913;-34.6033458491789
"11729";"URIBURU JOSE E., Pres.";500;42;110000;2619;1;1;"S/D";"No";"No";1;"No";"No";"BALVANERA";3;-58.3985297488913;-34.6033458491789
"11730";"URIBURU JOSE E., Pres.";1000;192;395000;2057.3;5;50;"FRENTE";"No";"No";0;"Si";"No";"RECOLETA";2;-58.3990305836953;-34.5970277296063
"11731";"URIBURU JOSE E., Pres.";1200;70;229000;3271.4;3;40;"FRENTE";"No";"Si";1;"Si";"Si";"RECOLETA";2;-58.3982874146261;-34.5944087391742
"11732";"URIBURU JOSE E., Pres.";1200;120;305000;2541.7;4;75;"S/D";"No";"No";2;"No";"No";"RECOLETA";2;-58.3982874146261;-34.5944087391742
"11733";"URIBURU JOSE E., Pres.";1300;120;155000;1291.7;2;64;"S/D";"No";"No";2;"No";"No";"RECOLETA";2;-58.3976224897011;-34.5928315801137
"11734";"URIBURU JOSE E., Pres.";1600;45;134000;2977.8;2;30;"CONTRAFRENTE";"No";"No";1;"No";"No";"RECOLETA";2;-58.3959417214498;-34.5901292554555
"11735";"URIBURU JOSE E., Pres.";700;150;320000;2133.3;4;NA;"FRENTE";"Si";"Si";3;"Si";"Si";"BALVANERA";3;-58.3987802726832;-34.6011137935254
"11736";"URIBURU JOSE E., Pres.";1000;25;69900;2796;1;NA;"S/D";"No";"No";1;"No";"Si";"RECOLETA";2;-58.3990305836953;-34.5970277296063
"11737";"URIBURU JOSE E., Pres.";1000;30;79000;2633.3;2;35;"CONTRAFRENTE";"No";"No";0;"No";"No";"RECOLETA";2;-58.3990305836953;-34.5970277296063
"11738";"URIBURU JOSE E., Pres.";1000;43;120000;2790.7;2;25;"FRENTE";"No";"No";1;"No";"Si";"RECOLETA";2;-58.3990305836953;-34.5970277296063
"11739";"URIBURU JOSE E., Pres.";1000;100;190000;1900;4;60;"FRENTE";"No";"No";2;"No";"Si";"RECOLETA";2;-58.3990305836953;-34.5970277296063
"11740";"URIBURU JOSE E., Pres.";1000;186;395000;2123.7;0;50;"FRENTE";"Si";"Si";2;"Si";"Si";"RECOLETA";2;-58.3990305836953;-34.5970277296063
"11741";"URIBURU JOSE E., Pres.";1100;90;220000;2444.4;3;45;"FRENTE";"No";"No";0;"Si";"No";"RECOLETA";2;-58.3986914427397;-34.5954075311399
"11742";"URIBURU JOSE E., Pres.";1200;120;330000;2750;4;75;"S/D";"No";"No";2;"No";"No";"RECOLETA";2;-58.3982874146261;-34.5944087391742
"11743";"URIBURU JOSE E., Pres.";1300;112;249000;2223.2;3;50;"FRENTE";"No";"No";2;"No";"Si";"RECOLETA";2;-58.3976224897011;-34.5928315801137
"11744";"URIBURU JOSE E., Pres.";1500;150;350000;2333.3;3;55;"FRENTE";"No";"No";1;"No";"Si";"RECOLETA";2;-58.396928006679;-34.5911322503379
"11745";"URIBURU JOSE E., Pres.";1600;100;298000;2980;3;NA;"S/D";"No";"Si";1;"Si";"No";"RECOLETA";2;-58.3959417214498;-34.5901292554555
"11746";"URIBURU JOSE E., Pres.";200;62;104000;1677.4;3;50;"CONTRAFRENTE";"No";"No";0;"Si";"No";"BALVANERA";3;-58.3980125511725;-34.6072529977542
"11747";"URIBURU JOSE E., Pres.";300;112;140000;1250;4;40;"FRENTE";"Si";"No";0;"No";"No";"BALVANERA";3;-58.3981397172359;-34.606033861165
"11748";"URIBURU JOSE E., Pres.";400;109;160000;1467.9;4;25;"CONTRAFRENTE";"No";"No";0;"Si";"No";"BALVANERA";3;-58.3983807354592;-34.604599877387
"11749";"URIBURU JOSE E., Pres.";400;124;150000;1209.7;5;NA;"FRENTE";"No";"No";3;"Si";"Si";"BALVANERA";3;-58.3983807354592;-34.604599877387
"11750";"URIBURU JOSE E., Pres.";500;38;90000;2368.4;1;1;"S/D";"No";"No";0;"No";"Si";"BALVANERA";3;-58.3985297488913;-34.6033458491789
"11751";"URIBURU JOSE E., Pres.";500;47;103000;2191.5;1;NA;"CONTRAFRENTE";"No";"No";0;"Si";"Si";"BALVANERA";3;-58.3985297488913;-34.6033458491789
"11752";"URIBURU JOSE E., Pres.";500;59;130000;2203.4;2;NA;"FRENTE";"No";"No";0;"No";"Si";"BALVANERA";3;-58.3985297488913;-34.6033458491789
"11753";"URIBURU JOSE E., Pres.";600;28;75000;2678.6;1;80;"FRENTE";"No";"No";0;"No";"No";"BALVANERA";3;-58.3986597406501;-34.6022181785331
"11754";"URIBURU JOSE E., Pres.";600;32;55000;1718.8;1;NA;"CONTRAFRENTE";"No";"No";0;"No";"No";"BALVANERA";3;-58.3986597406501;-34.6022181785331
"11755";"URIBURU JOSE E., Pres.";600;36;64900;1802.8;2;NA;"LATERAL";"No";"No";0;"Si";"No";"BALVANERA";3;-58.3986597406501;-34.6022181785331
"11756";"URIBURU JOSE E., Pres.";600;45;90000;2000;3;50;"CONTRAFRENTE";"No";"No";0;"No";"No";"BALVANERA";3;-58.3986597406501;-34.6022181785331
"11757";"URQUIZA, Gral.";50;115;205000;1782.6;5;0;"S/D";"No";"No";2;"Si";"Si";"BALVANERA";3;-58.4101282632555;-34.6109820287445
"11758";"URQUIZA, Gral.";102;36;129000;3583.3;0;0;"FRENTE";"No";"No";1;"Si";"Si";"BALVANERA";3;-58.4100706712803;-34.6115597567149
"11759";"URQUIZA, Gral.";102;43;79000;1837.2;0;0;"S/D";"No";"No";1;"Si";"Si";"BALVANERA";3;-58.4100706712803;-34.6115597567149
"11760";"URQUIZA, Gral.";102;51;90000;1764.7;3;50;"FRENTE";"No";"No";1;"No";"No";"BALVANERA";3;-58.4100706712803;-34.6115597567149
"11761";"URQUIZA, Gral.";102;55;103500;1881.8;2;45;"FRENTE";"Si";"No";1;"No";"Si";"BALVANERA";3;-58.4100706712803;-34.6115597567149
"11762";"URQUIZA, Gral.";102;115;205000;1782.6;0;0;"FRENTE";"No";"No";2;"Si";"Si";"BALVANERA";3;-58.4100706712803;-34.6115597567149
"11763";"URQUIZA, Gral.";102;370;280000;756.8;10;70;"FRENTE";"No";"No";0;"No";"Si";"BALVANERA";3;-58.4100706712803;-34.6115597567149
"11764";"URQUIZA, Gral.";300;41;76000;1853.7;2;40;"S/D";"No";"No";1;"No";"No";"BALVANERA";3;-58.4097144803103;-34.6139506460216
"11765";"URQUIZA, Gral.";400;49;89000;1816.3;3;15;"CONTRAFRENTE";"No";"No";1;"No";"No";"BALVANERA";3;-58.4095228945916;-34.6152019785037
"11766";"URQUIZA, Gral.";700;43;85000;1976.7;2;0;"CONTRAFRENTE";"No";"No";1;"Si";"No";"BALVANERA";3;-58.4091709830067;-34.6186666563422
"11767";"URQUIZA, Gral.";1100;50;95000;1900;3;36;"FRENTE";"No";"No";1;"Si";"Si";"SAN CRISTOBAL";3;-58.4088342192339;-34.6234703325244
"11768";"URQUIZA, Gral.";1200;43;78000;1814;0;45;"FRENTE";"No";"No";1;"Si";"Si";"SAN CRISTOBAL";3;-58.4087144002121;-34.6245718510904
"11769";"URQUIZA, Gral.";1200;103;200000;1941.7;3;6;"FRENTE";"Si";"No";2;"No";"Si";"SAN CRISTOBAL";3;-58.4087144002121;-34.6245718510904
"11770";"URQUIZA, Gral.";1300;50;96500;1930;0;50;"CONTRAFRENTE";"No";"No";1;"No";"Si";"SAN CRISTOBAL";3;-58.4085437240949;-34.6261272533145
"11771";"URQUIZA, Gral.";1400;37;73000;1973;0;0;"S/D";"No";"No";1;"No";"Si";"SAN CRISTOBAL";3;-58.4084250984989;-34.6273098603828
"11772";"URQUIZA, Gral.";1600;53;105000;1981.1;3;0;"FRENTE";"No";"No";1;"No";"Si";"SAN CRISTOBAL";3;-58.4082045108112;-34.6294750341791
"11773";"URQUIZA, Gral.";2100;32;57000;1781.3;0;35;"S/D";"No";"No";1;"No";"No";"PARQUE PATRICIOS";4;-58.4076315372576;-34.6350982044165
"11774";"URQUIZA, Gral.";2100;89;130000;1460.7;0;40;"FRENTE";"No";"Si";1;"No";"Si";"PARQUE PATRICIOS";4;-58.4076315372576;-34.6350982044165
"11775";"URQUIZA, Gral.";2200;72;115000;1597.2;0;30;"FRENTE";"Si";"No";1;"Si";"Si";"PARQUE PATRICIOS";4;-58.4075079292258;-34.6363112965075
"11776";"URQUIZA, Gral.";1200;180;200000;1111.1;3;6;"FRENTE";"Si";"No";3;"No";"Si";"SAN CRISTOBAL";3;-58.4087144002121;-34.6245718510904
"11777";"URQUIZA, Gral.";1300;30;48000;1600;2;NA;"LATERAL";"No";"No";0;"No";"No";"SAN CRISTOBAL";3;-58.4085437240949;-34.6261272533145
"11778";"URUGUAY";100;20;48000;2400;0;35;"LATERAL";"No";"No";1;"No";"No";"SAN NICOLAS";1;-58.3864720604863;-34.6076432681477
"11779";"URUGUAY";100;25;58000;2320;0;35;"S/D";"No";"No";1;"Si";"Si";"SAN NICOLAS";1;-58.3864720604863;-34.6076432681477
"11780";"URUGUAY";100;26;55000;2115.4;0;39;"LATERAL";"No";"No";0;"No";"No";"SAN NICOLAS";1;-58.3864720604863;-34.6076432681477
"11781";"URUGUAY";100;48;98000;2041.7;0;35;"FRENTE";"No";"No";1;"No";"Si";"SAN NICOLAS";1;-58.3864720604863;-34.6076432681477
"11782";"URUGUAY";100;67;120000;1791;0;60;"FRENTE";"No";"No";1;"No";"Si";"SAN NICOLAS";1;-58.3864720604863;-34.6076432681477
"11783";"URUGUAY";100;73;105000;1438.4;0;70;"FRENTE";"No";"No";1;"No";"Si";"SAN NICOLAS";1;-58.3864720604863;-34.6076432681477
"11784";"URUGUAY";200;41;75000;1829.3;0;0;"FRENTE";"No";"No";1;"No";"Si";"SAN NICOLAS";1;-58.3865396641813;-34.6064484369437
"11785";"URUGUAY";200;50;99000;1980;0;35;"FRENTE";"No";"No";1;"No";"No";"SAN NICOLAS";1;-58.3865396641813;-34.6064484369437
"11786";"URUGUAY";300;33;65000;1969.7;0;30;"FRENTE";"No";"No";1;"No";"No";"SAN NICOLAS";1;-58.3866369038842;-34.6053000075275
"11787";"URUGUAY";300;40;82900;2072.5;0;30;"CONTRAFRENTE";"No";"No";1;"Si";"No";"SAN NICOLAS";1;-58.3866369038842;-34.6053000075275
"11788";"URUGUAY";300;51;156000;3058.8;0;44;"FRENTE";"No";"No";0;"No";"Si";"SAN NICOLAS";1;-58.3866369038842;-34.6053000075275
"11789";"URUGUAY";300;52;105000;2019.2;0;40;"S/D";"No";"Si";1;"No";"Si";"SAN NICOLAS";1;-58.3866369038842;-34.6053000075275
"11790";"URUGUAY";300;80;115000;1437.5;0;70;"FRENTE";"No";"No";2;"Si";"Si";"SAN NICOLAS";1;-58.3866369038842;-34.6053000075275
"11791";"URUGUAY";400;52;99000;1903.8;0;50;"FRENTE";"No";"No";1;"No";"Si";"SAN NICOLAS";1;-58.3866851510942;-34.604025187628
"11792";"URUGUAY";600;14;40000;2857.1;0;50;"CONTRAFRENTE";"No";"No";0;"No";"No";"SAN NICOLAS";1;-58.3868564763954;-34.6016678188229
"11793";"URUGUAY";700;100;250000;2500;5;40;"CONTRAFRENTE";"No";"No";1;"No";"Si";"SAN NICOLAS";1;-58.3869510552872;-34.6006224518381
"11794";"URUGUAY";800;24;55000;2291.7;1;30;"CONTRAFRENTE";"No";"No";1;"No";"No";"SAN NICOLAS";1;-58.3869665364358;-34.5993311466357
"11795";"URUGUAY";800;26;66000;2538.5;2;37;"INTERNO";"No";"No";1;"No";"No";"SAN NICOLAS";1;-58.3869665364358;-34.5993311466357
"11796";"URUGUAY";800;31;80000;2580.6;2;60;"FRENTE";"No";"No";1;"No";"Si";"SAN NICOLAS";1;-58.3869665364358;-34.5993311466357
"11797";"URUGUAY";800;140;400000;2857.1;5;80;"FRENTE";"No";"No";0;"Si";"No";"SAN NICOLAS";1;-58.3869665364358;-34.5993311466357
